0.0100,0.9387,0.9656,0.9725,0.9077,0.9321,0.9413,0.9760,0.9922,0.9979
0.0200,0.9505,0.9656,0.9725,0.9136,0.9321,0.9414,0.9931,0.9922,0.9979
0.0300,0.9505,0.9656,0.9725,0.9136,0.9318,0.9413,0.9931,0.9922,0.9979
0.0400,0.9505,0.9656,0.9725,0.9133,0.9320,0.9413,0.9931,0.9922,0.9979
0.0500,0.9505,0.9656,0.9725,0.9132,0.9320,0.9415,0.9931,0.9922,0.9979
0.0600,0.9505,0.9656,0.9727,0.9135,0.9315,0.9419,0.9931,0.9922,0.9979
0.0700,0.9505,0.9656,0.9727,0.9130,0.9320,0.9417,0.9931,0.9922,0.9979
0.0800,0.9505,0.9656,0.9722,0.9133,0.9320,0.9410,0.9931,0.9922,0.9979
0.0900,0.9505,0.9664,0.9722,0.9133,0.9323,0.9414,0.9931,0.9922,0.9979
0.1000,0.9505,0.9693,0.9722,0.9135,0.9358,0.9413,0.9931,0.9990,0.9979
0.1100,0.9533,0.9693,0.9722,0.9165,0.9354,0.9413,0.9952,0.9990,0.9979
0.1200,0.9568,0.9693,0.9722,0.9208,0.9356,0.9413,0.9962,0.9990,0.9979
0.1300,0.9568,0.9693,0.9722,0.9210,0.9356,0.9414,0.9962,0.9990,0.9979
0.1400,0.9568,0.9693,0.9723,0.9208,0.9356,0.9414,0.9962,0.9990,0.9979
0.1500,0.9568,0.9693,0.9723,0.9211,0.9358,0.9416,0.9962,0.9990,0.9979
0.1600,0.9568,0.9693,0.9723,0.9210,0.9358,0.9414,0.9962,0.9990,0.9979
0.1700,0.9568,0.9702,0.9730,0.9207,0.9373,0.9432,0.9962,0.9995,0.9998
0.1800,0.9568,0.9715,0.9731,0.9209,0.9393,0.9434,0.9962,1.0000,0.9998
0.1900,0.9568,0.9720,0.9731,0.9209,0.9405,0.9430,0.9962,1.0000,0.9998
0.2000,0.9568,0.9720,0.9731,0.9209,0.9405,0.9433,0.9962,1.0000,0.9998
0.2100,0.9568,0.9721,0.9731,0.9209,0.9406,0.9430,0.9962,1.0000,0.9998
0.2200,0.9568,0.9721,0.9731,0.9209,0.9406,0.9430,0.9962,1.0000,0.9998
0.2300,0.9568,0.9721,0.9731,0.9209,0.9407,0.9430,0.9962,1.0000,0.9998
0.2400,0.9581,0.9723,0.9731,0.9227,0.9413,0.9430,0.9981,1.0000,0.9998
0.2500,0.9621,0.9723,0.9731,0.9272,0.9413,0.9430,0.9995,1.0000,0.9998
0.2600,0.9623,0.9723,0.9731,0.9275,0.9413,0.9430,0.9995,1.0000,0.9998
0.2700,0.9625,0.9723,0.9735,0.9273,0.9409,0.9446,0.9995,1.0000,1.0000
0.2800,0.9633,0.9727,0.9735,0.9297,0.9424,0.9446,0.9995,1.0000,1.0000
0.2900,0.9640,0.9730,0.9736,0.9314,0.9433,0.9452,0.9995,1.0000,1.0000
0.3000,0.9642,0.9730,0.9736,0.9315,0.9433,0.9453,0.9995,1.0000,1.0000
0.3100,0.9655,0.9730,0.9736,0.9331,0.9433,0.9453,0.9995,1.0000,1.0000
0.3200,0.9659,0.9730,0.9736,0.9336,0.9433,0.9451,0.9995,1.0000,1.0000
0.3300,0.9659,0.9730,0.9737,0.9339,0.9433,0.9457,0.9995,1.0000,1.0000
0.3400,0.9670,0.9730,0.9737,0.9361,0.9433,0.9457,1.0000,1.0000,1.0000
0.3500,0.9674,0.9730,0.9737,0.9371,0.9433,0.9457,1.0000,1.0000,1.0000
0.3600,0.9678,0.9731,0.9737,0.9379,0.9439,0.9458,1.0000,1.0000,1.0000
0.3700,0.9678,0.9733,0.9737,0.9382,0.9449,0.9458,1.0000,1.0000,1.0000
0.3800,0.9678,0.9734,0.9737,0.9383,0.9454,0.9458,1.0000,1.0000,1.0000
0.3900,0.9678,0.9734,0.9737,0.9384,0.9456,0.9458,1.0000,1.0000,1.0000
0.4000,0.9678,0.9734,0.9737,0.9384,0.9456,0.9458,1.0000,1.0000,1.0000
0.4100,0.9681,0.9734,0.9737,0.9390,0.9458,0.9460,1.0000,1.0000,1.0000
0.4200,0.9688,0.9734,0.9738,0.9411,0.9458,0.9465,1.0000,1.0000,1.0000
0.4300,0.9688,0.9734,0.9738,0.9412,0.9460,0.9465,1.0000,1.0000,1.0000
0.4400,0.9689,0.9735,0.9738,0.9412,0.9461,0.9465,1.0000,1.0000,1.0000
0.4500,0.9689,0.9735,0.9738,0.9416,0.9461,0.9465,1.0000,1.0000,1.0000
0.4600,0.9689,0.9735,0.9738,0.9413,0.9461,0.9465,1.0000,1.0000,1.0000
0.4700,0.9689,0.9735,0.9738,0.9413,0.9463,0.9463,1.0000,1.0000,1.0000
0.4800,0.9689,0.9735,0.9738,0.9413,0.9463,0.9463,1.0000,1.0000,1.0000
0.4900,0.9689,0.9735,0.9738,0.9413,0.9463,0.9465,1.0000,1.0000,1.0000
