10,10,10,10,10,2,96,10,10,10,10
667,667,201,667,667,728,728,2,248,248,667
139,139,108,139,139,263,682,60,657,888,509
931,931,931,931,931,2,2,931,683,931,931
392,392,676,392,392,1458,1458,464,1031,392,1260
178,275,276,178,178,270,270,217,178,178,178
386,386,386,386,386,1,1,386,2225,386,386
